date,location,Water temperature,Dissolved oxygen,Ammonium,Nitrites,Nitrates,Orthophosphate-phosphorus,Total phosphorus,Sodium,Potassium,Calcium,Magnesium,Chlorides,Sulphates,Iron,Manganese,Zinc,Copper,Chromium,Lead,Cadmium,Mercury,Nickel,Arsenic,Biochemical Oxygen,Chemical Oxygen Demand (Cr),Chemical Oxygen Demand (Mn),AOX,Atrazine,Cesium,Macrozoobenthos,Total coliforms,Fecal coliforms,"p,p-DDT",gamma-Hexachlorocyclohexane,Bicarbonates,Anionic active surfactants,Total extractable matter,Fecal streptococci ,PAHs,Petroleum hydrocarbons,"Benzo(g,h,i)perylene",Fluoranthene,PCB 52,PCB 153,PCB 101,Benzo(b)fluoranthene,"Indeno(1,2,3-c,d)pyrene",PCB 28,Benzo(k)fluoranthene,Benzo(a)pyrene,PCB 180,PCB 138,Silica (SiO2),alpha-Hexachlorocyclohexane,Dieldrin,"p,p-DDE",Heptachlor,Endosulfan (alpha),Endrin,Oxygen saturation,beta-Hexaxchlorocyclohexane,Aldrin,"p,p-DDD",Total hardness,Endosulfan (beta),Heptachloroepoxide,Total dissolved salts,Methoxychlor,Simazine,Alachlor,Metolachlor,Total nitrogen,Carbonates,Tetrachloromethane,Sulfides,Selenium,Barium,Total organic carbon,Cyanides,Acenaphthene,Isodrin,Acenaphthylene,Benzo(a)anthracene,Pyrene,Hexachlorobenzene,"1,2,4-Trichlorobenzene",Pentachlorobenzene,Naphthalene,Phenanthrene,"1,2,3-Trichlorobenzene",Anthracene,Chrysene,Aluminium,Dissolved organic carbon,Dissolved silicates,Organic nitrogen,Fluorene,PCB 118,Trifluralin,Inorganic nitrogen,Boron,Berilium,Chlorodinine,AGOC-3A,Methylosmoline,Total dissolved phosphorus
2012-01-21,Achara,2.0,11.6,0.131,0.016,0.89,0.053,0.078,,,,,,,,,,,,,,,,,1.5,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45,,,,,,,,,,,,,,,,,,,,,,,,0.41,,,,,,,,,,
2012-02-10,Achara,3.0,13.1,0.275,0.015,0.99,0.052,0.089,,,,,,,,,,,,,,,,,2.4,0.0,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,0.32,,,,,,,,,,
2012-02-17,Achara,4.0,13.8,0.097,0.012,0.99,0.02,0.033,,,28.1,6.9,11.1,,,,5.0,2.9,0.0,0.5,0.25,,0.0,0.0,3.4,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,7.9,,,,,,,,,,,,,,,,,,,1.65,,,,,,,,,,,,,,,,,,,,,,,,0.55,,,,,,,,,,
2012-03-15,Achara,4.0,12.5,0.912,0.017,1.36,0.055,0.072,,,,,,,,,,,,,,,,,3.6,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.43,,,,,,,,,,,,,,,,,,,,,,,,0.14,,,,,,,,,,
2012-03-17,Achara,4.0,12.9,0.322,0.014,1.1,0.019,0.022,,,34.1,3.7,12.9,,,,5.0,1.8,0.0,0.5,0.25,,0.0,0.0,2.1,0.0,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2,,,,,,,,,,,,,,,,,,,1.61,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,,,,,,,,
2012-04-21,Achara,14.0,10.2,0.0,0.013,0.62,0.044,0.077,,,36.0,2.5,7.9,,,,5.0,2.6,0.0,1.2,0.25,0.0,0.0,0.0,3.4,10.0,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,1.06,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,
2012-04-29,Achara,17.7,9.3,0.0,0.014,1.59,0.081,0.128,,,,,,,,,,,,,,,,,1.9,0.0,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94,,,,,,,,,,,,,,,,,,,,,,,,0.32,,,,,,,,,,
2012-05-19,Achara,12.7,9.4,0.0,0.021,0.9,0.027,0.119,,,31.3,8.4,8.0,,,,5.0,3.2,0.0,0.5,0.25,0.0,0.0,0.0,1.8,0.0,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6,,,,,,,,,,,,,,,,,,,1.398,,,,,,,,,,,,,,,,,,,,,,,,0.46,,,,,,,,,,
2012-05-27,Achara,17.2,9.11,0.15,0.031,0.73,0.021,0.107,,,,,,,,,,,,,,,,,1.9,0.0,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09,,,,,,,,,,,,,,,,,,,,,,,,0.18,,,,,,,,,,
2012-06-16,Achara,25.0,7.2,0.288,0.06,0.94,0.145,0.293,,,33.9,7.5,9.4,,,,12.0,6.7,1.9,1.6,0.25,,1.7,0.0,3.4,11.0,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2,,,,,,,,,,,,,,,,,,,1.31,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
2012-06-28,Achara,20.8,8.2,0.065,0.04,0.94,0.058,0.149,,,,,,,,,,,,,,,,,1.4,12.0,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,
2012-07-08,Achara,22.0,8.9,0.066,0.049,1.65,0.114,0.221,,,,,,,,,,,,,,,,,1.8,10.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,
2012-07-21,Achara,22.7,7.7,0.035,0.037,0.59,0.0,0.022,,,33.2,6.3,8.1,,,,5.0,2.7,0.0,0.5,0.25,0.0,0.0,0.0,,0.0,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8,,,,,,,,,,,,,,,,,,,1.14,,,,,,,,,,,,,,,,,,,,,,,,0.47,,,,,,,,,,
2012-08-16,Achara,24.2,8.2,0.0,0.02,0.9,0.057,0.07,,,33.7,8.3,7.2,,,,5.0,1.4,0.0,0.5,0.25,0.0,0.0,1.6,,11.0,2.4,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,14.1,,,,,,,,,,,,,,,,,,,1.11,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,,,,,,,,
2012-08-26,Achara,22.3,8.4,0.0,0.011,0.57,0.045,0.105,,,,,,,,,,,,,,,,,1.5,10.0,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,,,,,,,,
2012-09-21,Achara,17.6,9.7,0.0,0.014,0.4,0.02,0.067,,,27.0,6.1,5.4,,,,5.0,1.5,0.0,0.5,0.25,0.0,0.0,1.3,2.0,0.0,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,,,,,,,,
2012-09-27,Achara,16.6,8.9,0.08,0.02,0.96,0.126,0.252,,,,,,,,,,,,,,,,,1.4,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,
2012-10-18,Achara,11.0,10.1,0.035,0.037,0.73,0.047,0.095,,,,,,,,,,,,,,,,,1.7,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12,,,,,,,,,,,,,,,,,,,,,,,,0.31,,,,,,,,,,
2012-10-21,Achara,8.8,9.5,0.34,0.051,0.85,0.043,0.114,,,36.1,9.0,13.8,,,,5.0,3.1,0.0,0.5,0.25,0.0,0.0,0.0,2.6,12.0,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,,,,,,,,,,,,,,,,,,,1.28,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,
2012-11-16,Achara,11.0,9.7,0.106,0.045,0.83,0.053,0.138,,,45.5,7.8,13.5,,,,5.0,1.6,0.0,0.5,0.25,0.0,0.0,1.4,2.1,0.0,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,,,,,,,,,,,,,,,,,,,1.44,,,,,,,,,,,,,,,,,,,,,,,,0.46,,,,,,,,,,
2012-11-22,Achara,11.4,11.0,0.09,0.017,0.82,0.026,0.105,,,,,,,,,,,,,,,,,2.7,10.0,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,
2012-12-07,Achara,8.0,11.5,0.107,0.015,0.63,0.032,0.091,,,,,,,,,,,,,,,,,2.0,0.0,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,
2012-12-10,Achara,5.0,12.4,0.153,0.045,0.48,0.231,0.445,,,34.7,4.9,7.2,,,,25.0,3.1,0.0,2.4,0.25,0.0,0.0,0.0,2.6,23.0,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.27,,,,,,,,,,
2013-01-17,Achara,6.0,12.0,0.114,0.018,1.29,0.051,0.114,,,45.2,5.6,11.6,,,,15.0,8.8,0.0,1.3,0.0,0.0,0.0,0.0,3.3,12.0,3.4,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-15,Achara,3.0,13.3,0.0,0.013,1.0,0.007,0.042,,,34.2,6.5,9.6,,,,5.0,1.6,0.0,0.5,0.0,0.0,1.7,0.0,2.2,0.0,3.0,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-14,Achara,8.0,13.4,0.037,0.02,1.07,0.008,0.037,,,48.4,6.1,12.9,,,,5.0,1.1,0.0,0.5,0.0,0.0,0.0,0.0,2.4,0.0,3.2,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-12,Achara,11.5,11.7,0.036,0.014,0.89,0.0,0.024,,,41.1,6.7,10.1,,,,5.0,1.9,0.0,0.5,0.0,0.0,0.0,0.0,2.1,0.0,2.5,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-16,Achara,12.0,8.2,0.045,0.019,0.72,0.012,0.06,,,35.3,6.8,9.0,,,,5.0,1.6,0.0,0.5,0.0,0.015,0.0,0.0,2.3,14.0,3.2,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-14,Achara,21.0,8.4,0.073,0.051,1.02,0.045,0.112,,,39.4,6.4,11.2,,,,5.0,1.4,0.0,0.5,0.0,0.02,0.0,0.0,1.0,0.0,1.8,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-18,Achara,26.0,7.2,0.04,0.003,1.14,0.038,0.084,,,42.1,10.0,11.7,,,,5.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,2.6,0.0,3.8,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-16,Achara,23.0,8.0,0.033,0.008,0.45,0.018,0.028,,,32.1,8.3,6.1,,,,5.0,1.0,0.0,1.1,0.0,,0.0,2.1,1.7,0.0,2.0,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-21,Achara,20.0,7.4,0.067,0.025,0.81,0.034,0.05,,,33.0,5.3,9.9,,,,5.0,1.9,0.0,0.5,0.0,0.0,0.0,1.1,2.1,0.0,2.7,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-18,Achara,10.0,9.8,0.0,0.03,1.31,0.022,0.051,,,46.8,6.5,15.6,,,,5.0,12.6,0.0,7.8,0.0,0.0,1.8,0.0,1.0,0.0,2.7,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-15,Achara,7.0,11.0,0.041,0.054,1.18,0.018,0.094,,,44.1,9.8,14.5,,,,5.0,1.5,0.0,0.5,0.0,0.03,0.0,0.0,2.0,0.0,3.8,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-13,Achara,8.0,9.9,0.421,0.051,1.29,0.029,0.054,,,49.9,8.6,15.6,,,,5.0,1.4,0.0,0.5,0.0,0.0,0.0,0.0,1.9,0.0,2.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-16,Achara,2.0,12.0,0.43,0.032,0.98,0.02,0.108,16.5,4.0,47.3,8.5,15.2,39.9,,0.05,,,,,,0.0,,,2.3,5.0,3.1,,0.0,,,,,0.0,0.0,170.8,,,,,,,,,,,,,,,,,,,,,,,,,87.0,,,,152.7,,,224.0,,,,,2.0,,,,,,2.25,,,,,,,,,,,,,,,,,2.8,,,,,,,,,,,
2014-02-15,Achara,1.0,15.1,0.216,0.016,1.22,0.018,0.046,,,41.0,9.4,13.4,,,,,,,,,0.0,,,4.0,5.0,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,106.0,,,,,,,,,,,,1.87,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
2014-03-19,Achara,14.0,10.9,0.0,0.019,0.94,0.014,0.023,,,44.8,5.6,11.9,,,,,,,,,0.0,,,3.8,5.0,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,105.0,,,,,,,,,,,,1.41,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
2014-04-18,Achara,11.0,9.0,0.215,0.031,1.09,0.024,0.075,9.2,2.6,43.3,8.8,11.4,30.9,,0.07,,,,,,0.03,,,1.3,5.0,2.2,,0.213,,,,,0.0,0.0,134.2,,,,,,,,,,,,,,,,,,,,,,,,,82.0,,,,144.4,,,190.0,,,,,1.79,,,,,,,,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,
2014-05-16,Achara,10.0,8.7,0.051,0.015,0.69,0.009,0.027,,,26.3,2.2,6.7,,,,,,,,,0.022,,,2.1,5.0,2.8,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,,,,,,,,,,,,1.09,,,,,,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,
2014-06-20,Achara,21.0,8.3,0.087,0.021,0.66,0.0,0.031,5.7,2.4,24.5,4.2,5.8,14.9,,0.0,,,,,,0.0,,,3.0,15.0,3.5,,0.0,,,,,0.0,0.0,85.4,,,,,,,,,,,,,,,,,,,,,,,,,93.0,,,,78.2,,,125.0,,,,,1.02,,,,,,2.6,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,
2014-07-18,Achara,22.0,8.7,0.037,0.043,1.33,0.03,0.055,,,39.6,3.6,12.8,,,,,,,,,0.0,,,1.6,5.0,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,1.72,,,,,,2.53,,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,
2014-08-16,Achara,20.0,9.6,0.0,0.023,1.38,0.024,0.036,12.0,3.4,39.9,6.5,13.4,28.9,,0.0,,,,,,0.0,,,2.5,15.0,,,0.0,,,,,0.0,0.0,128.1,,,,,,,,,,,,,,,,,,,,,,,,,105.0,,,,126.5,,,191.0,,,,,1.56,,,,,,3.37,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,
2014-09-19,Achara,19.4,8.3,0.026,0.027,2.63,0.027,0.039,,,54.2,7.4,17.2,,,,,,,,,0.0,,,1.2,5.0,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,,,,,,,,,,,,2.84,,,,,,2.65,,,,,,,,,,,,,,,,,4.8,,,,,,,,,,,
2014-10-17,Achara,16.0,10.3,0.062,0.039,1.77,0.065,0.082,13.8,4.0,41.5,7.6,15.2,33.7,,0.0,,,,,,0.0,,,0.5,11.0,2.0,,0.0,,,,,0.0,0.0,134.2,,,,,,,,,,,,,,,,,,,,,,,,,104.0,,,,134.8,,,222.0,,,,,1.98,,,,,,2.97,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,
2014-11-21,Achara,10.0,10.7,0.15,0.07,2.04,0.026,0.037,,,47.4,8.8,15.9,,,,,,,,,0.055,,,1.0,13.0,1.3,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,,,,,,,,,,,,2.33,,,,,,2.33,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,
2014-12-12,Achara,1.0,11.8,0.216,0.021,1.56,0.02,0.029,19.5,4.2,49.5,9.2,22.1,47.0,,0.03,,,,,,0.0,,,2.3,16.0,2.7,,0.0,,,,,0.0,0.0,146.4,,,,,,,,,,,,,,,,,,,,,,,,,83.0,,,,161.3,,,254.0,,,,,1.99,,,,,,2.22,,,,,,,,,,,,,,,,,3.1,,,,,,,,,,,
2015-01-17,Achara,6.0,12.5,0.316,0.041,1.75,0.025,0.046,,,49.8,8.7,19.1,,,,,,,,,0.0,,,2.3,5.0,,,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,100.0,,,,160.1,,,,,,,,2.16,,,,,,2.35,,,,,,,,,,,,,,,,,1.4,,,,,,,,,,,
2015-02-21,Achara,3.0,13.3,0.0,0.005,1.23,0.013,0.045,8.6,2.6,39.3,4.0,10.6,29.3,,0.0,5.0,,,0.5,0.0,0.0,0.0,,3.1,5.0,,,0.0,,,,,0.0,0.0,115.9,,,,,0.0,,,,,,,,,,,,,,,,,,,,99.0,,,,114.5,,,,,,,,1.43,,,,,,2.39,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,
2015-03-13,Achara,8.0,11.1,0.049,0.012,0.93,0.012,0.03,,,36.4,4.7,8.3,,,,,,,,,0.0,,,2.2,18.0,,,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,94.0,,,,110.7,,,,,,,,1.13,,,,,,2.46,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,
2015-04-18,Achara,12.0,10.7,0.055,0.022,1.3,0.024,0.051,6.5,2.1,36.9,4.7,8.6,25.7,,0.0,,,,,,0.0,,,1.4,16.0,2.1,,0.0,,,,,0.0,0.0,109.8,,,,,0.0,,,,,,,,,,,,,,,,,,,,99.0,,,,111.6,,,,,,,,1.62,,,,,,2.34,,,,,,,,,,,,,,,,,3.3,,,,,,,,,,,
2015-05-15,Achara,17.0,8.3,0.21,0.108,1.71,0.017,0.022,,,41.9,6.1,12.4,,,,,,,,,0.0,,,2.2,17.0,2.5,,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,85.0,,,,129.8,,,,,,,,2.07,,,,,,2.39,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
2015-06-20,Achara,23.0,7.6,0.35,0.064,0.83,0.23,,6.7,3.2,32.5,3.5,8.2,19.7,,0.031,5.0,,,2.5,0.0,0.0,0.0,,2.5,18.0,2.8,,0.0,,,,,0.0,0.0,109.8,,,,,0.0,,,,,,,,,,,,,,,,,,,,88.0,,,,95.5,,,,,,,,1.26,,,,,,2.34,,,,,,,,,,,,,,,,,1.5,,,,,0.15,,,,,,
2015-07-16,Achara,22.0,7.4,0.063,0.013,0.89,0.023,0.031,,,33.2,2.7,7.2,,,,,,,,,0.0,,,1.6,17.0,2.7,,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,85.0,,,,93.9,,,,,,,,0.99,,,,,,2.4,,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,
2015-08-22,Achara,23.0,7.6,0.108,0.146,1.58,0.068,0.094,12.8,3.3,40.1,5.4,12.7,26.4,,0.0,5.0,,,0.5,0.0,0.0,0.0,,1.5,12.0,,,0.0,,,,,0.0,0.0,128.1,,,,,0.0,,,,,,,,,,,,,,,,,,,,88.0,,,,122.2,,,,,,,,2.06,,,,,,2.47,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
2015-09-18,Achara,17.0,7.3,0.065,0.038,1.17,0.1,0.15,,,40.4,4.4,11.4,,,,,,,,,0.067,,,1.3,16.0,,,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,76.0,,,,119.0,,,,,,,,1.48,,,,,,2.53,,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,
2015-10-16,Achara,15.0,8.2,0.073,0.037,1.85,0.038,0.046,14.8,4.0,44.2,6.6,15.5,34.5,,0.0,15.0,,,0.5,0.0,0.0,,,1.3,5.0,2.7,,0.0,,,,,0.0,0.0,140.3,,,,,0.16,,,,,,,,,,,,,,,,,,,,82.0,,,,137.5,,,,,,,,2.05,,,,,,2.52,,,,,,,,,,,,,,,,,1.4,,,,,,,,,,,
2015-11-20,Achara,11.0,10.0,0.11,0.029,0.79,0.024,0.037,,,32.9,4.9,9.5,,,,,,,,,0.0,,,1.1,5.0,2.5,,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,90.0,,,,102.2,,,,,,,,1.01,,,,,,2.15,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,
2015-12-09,Achara,,12.1,0.18,0.031,1.35,0.012,0.025,12.4,3.1,41.9,4.4,12.8,31.5,,0.0,,,,,,0.0,,,2.4,5.0,,,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,92.0,,,,122.8,,,,,,,,1.61,140.3,,,,,2.25,,,,,,,,,,,,,,,,,2.8,,,,,,,,,,,
2016-01-15,Achara,5.0,12.6,0.13,0.018,0.94,0.016,0.037,,,37.9,3.9,11.8,,,,,,,0.0,0.0,0.0,0.0,,2.4,5.0,,,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,99.0,,,,110.6,,,176.0,,,,,1.24,,,,,,,,,,,,,,,,,,,,,,,1.4,,,,,,,,,,,
2016-02-12,Achara,7.0,10.9,0.06,0.01,0.94,0.012,0.022,8.3,2.3,35.5,6.8,10.6,21.9,,,,,,,,0.0,,,2.2,5.0,,,0.0,,,,,0.0,0.0,122.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,90.0,,,,116.8,,,160.0,,,,,1.19,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
2016-03-12,Achara,10.0,11.3,0.04,0.012,1.08,0.011,0.029,,,35.6,6.9,11.8,,,,,,,,,0.0,,,1.6,5.0,2.26,,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,100.0,,,,117.2,,,163.0,,,,,1.18,,,,,,,,,,,,,,,,,,,,,,,1.4,,,,,,,,,,,
2016-04-16,Achara,13.0,9.9,0.14,0.028,0.87,0.068,0.12,9.0,2.6,31.5,4.9,9.3,21.8,,,,,,0.0,,0.0,0.0,,2.8,5.0,,,0.0,,,,,0.0,0.0,109.8,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,94.0,,,,98.8,,,145.0,,,,,1.14,,,,,,,,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,
2016-05-13,Achara,18.0,8.7,0.16,0.038,1.11,0.03,0.071,,,27.0,6.6,9.2,,,,,,,,,0.0,,,1.8,12.0,3.6,,0.0,,2.37,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,92.0,,,,94.6,,,154.0,,,,,1.67,,,,,,,,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,
2016-06-11,Achara,26.0,10.2,0.05,0.027,0.97,0.037,0.043,8.7,2.6,35.6,6.9,11.6,20.9,,,,,,,0.0,0.0,,,2.6,5.0,3.8,,0.0,,,,,0.0,0.0,115.9,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,125.0,,,,117.0,,,158.0,,,,,1.29,,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,
2016-07-16,Achara,26.0,8.2,0.04,0.021,0.79,0.044,0.061,,,33.2,5.9,9.1,,,,,,,,,0.0,,,1.2,19.0,3.1,,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,96.0,,,,107.3,,,164.0,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,3.3,,,,,,,,,,,
2016-08-20,Achara,23.0,7.9,0.056,0.023,0.39,0.025,0.062,5.9,2.2,25.9,4.0,6.3,13.0,,,,,,0.0,0.0,0.0,0.0,,0.5,12.0,2.2,,0.0,,,,,0.0,0.0,97.6,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,93.0,,,,81.2,,,108.0,,,,,0.63,,,,,,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,
2016-09-16,Achara,21.0,8.0,0.078,0.042,1.15,0.051,0.061,,,31.3,4.9,9.9,,,,,,,,,,,,0.5,21.0,2.5,,0.0,,2.37,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,90.0,,,,98.1,,,152.0,,,,,1.28,,,,,,,,,,,,,,,,,,,,,,,3.7,,,,,,,,,,,
2016-10-22,Achara,15.0,8.8,0.089,0.024,0.68,0.034,0.04,8.5,2.6,27.6,5.1,7.3,12.7,,,,,,0.0,0.0,0.0,0.0,,0.5,11.0,2.3,,0.0,,,,,0.0,0.0,109.8,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,87.0,,,,89.9,,,133.0,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,
2016-11-19,Achara,12.0,10.4,0.11,0.042,1.09,0.079,0.24,,,30.9,6.9,11.0,,,,,,,,,0.0,,,0.5,12.0,1.0,,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,97.0,,,,106.3,,,,,,,,1.27,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
